         8x10E                    (8x10E.dat)                                                                                                                                       
         v2025-1001                                                                                                                                                                 
         Simulation Date: 02/24/2026                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLARS                                                                                                                                 
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (True Air Speed in MPH)                                                                                                                                                 
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
      112.82      1.2411      0.6788      0.0342      0.0625       0.285       1.496       0.643     212.433       0.169       2.859       1.372        0.41     119443.    0.0807  
      117.16      1.2888      0.5863      0.0228      0.0501       0.228       1.198       0.428     170.096       0.135       1.904       1.141        0.41     120464.    0.0548  
      121.50      1.3365      0.4088      0.0114      0.0371       0.169       0.889       0.214     126.197       0.100       0.950       0.767        0.41     121509.    0.0260  
      125.84      1.3843      0.0001      0.0000      0.0238       0.109       0.571       0.000      81.031       0.064       0.000       0.000        0.42     122571.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      13000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1573      0.1011       0.586       2.841       3.471     436.891       0.321      15.439       3.603        0.41     113143.    0.4924  
        4.70      0.0478      0.0731      0.1571      0.1027       0.595       2.885       3.466     443.665       0.326      15.418       3.544        0.41     113310.    0.4839  
        9.41      0.0955      0.1434      0.1570      0.1046       0.606       2.937       3.463     451.775       0.332      15.404       3.477        0.41     113504.    0.4746  
       14.11      0.1433      0.2105      0.1569      0.1068       0.619       3.000       3.461     461.359       0.339      15.396       3.403        0.41     113726.    0.4644  
       18.81      0.1910      0.2740      0.1569      0.1094       0.634       3.072       3.461     472.509       0.347      15.392       3.322        0.41     113980.    0.4532  
       23.52      0.2388      0.3334      0.1568      0.1123       0.651       3.155       3.460     485.221       0.356      15.388       3.234        0.41     114267.    0.4412  
       28.22      0.2865      0.3885      0.1568      0.1156       0.670       3.247       3.458     499.478       0.367      15.381       3.140        0.41     114589.    0.4283  
       32.92      0.3343      0.4390      0.1566      0.1193       0.691       3.349       3.455     515.168       0.378      15.367       3.042        0.41     114947.    0.4147  
       37.63      0.3821      0.4850      0.1564      0.1232       0.714       3.459       3.449     532.078       0.391      15.342       2.940        0.42     115344.    0.4005  
       42.33      0.4298      0.5265      0.1559      0.1273       0.737       3.575       3.440     549.877       0.404      15.300       2.837        0.42     115782.    0.3860  
       47.03      0.4776      0.5637      0.1552      0.1315       0.762       3.693       3.423     567.935       0.417      15.227       2.734        0.42     116260.    0.3710  
       51.74      0.5253      0.5969      0.1540      0.1355       0.785       3.806       3.397     585.432       0.430      15.108       2.632        0.42     116780.    0.3557  
       56.44      0.5731      0.6262      0.1521      0.1392       0.806       3.909       3.355     601.268       0.442      14.924       2.531        0.42     117343.    0.3400  
       61.14      0.6208      0.6524      0.1494      0.1422       0.824       3.993       3.295     614.096       0.451      14.657       2.434        0.42     117949.    0.3240  
       65.85      0.6686      0.6758      0.1456      0.1441       0.835       4.047       3.212     622.384       0.457      14.288       2.341        0.42     118599.    0.3077  
       70.55      0.7164      0.6969      0.1407      0.1446       0.838       4.061       3.103     624.574       0.459      13.801       2.253        0.42     119294.    0.2911  
       75.25      0.7641      0.7162      0.1344      0.1434       0.831       4.029       2.966     619.637       0.455      13.192       2.171        0.42     120032.    0.2742  
       79.96      0.8119      0.7338      0.1271      0.1406       0.815       3.950       2.804     607.457       0.446      12.471       2.093        0.43     120812.    0.2571  
       84.66      0.8596      0.7494      0.1188      0.1362       0.789       3.827       2.620     588.542       0.432      11.654       2.019        0.43     121632.    0.2397  
       89.36      0.9074      0.7627      0.1097      0.1305       0.756       3.664       2.419     563.615       0.414      10.761       1.947        0.43     122489.    0.2221  
       94.07      0.9551      0.7732      0.0999      0.1235       0.715       3.468       2.205     533.412       0.392       9.807       1.875        0.43     123381.    0.2042  
       98.77      1.0029      0.7800      0.0898      0.1154       0.669       3.242       1.980     498.566       0.366       8.807       1.801        0.43     124308.    0.1859  
      103.47      1.0507      0.7819      0.0792      0.1064       0.616       2.988       1.746     459.544       0.338       7.768       1.724        0.43     125267.    0.1671  
      108.18      1.0984      0.7771      0.0683      0.0965       0.559       2.710       1.506     416.742       0.306       6.697       1.639        0.44     126258.    0.1475  
      112.88      1.1462      0.7630      0.0571      0.0858       0.497       2.409       1.260     370.544       0.272       5.603       1.542        0.44     127280.    0.1269  
      117.58      1.1939      0.7348      0.0458      0.0744       0.431       2.089       1.010     321.322       0.236       4.492       1.426        0.44     128331.    0.1051  
      122.29      1.2417      0.6841      0.0344      0.0624       0.361       1.752       0.758     269.406       0.198       3.371       1.276        0.44     129410.    0.0815  
      126.99      1.2894      0.5926      0.0229      0.0498       0.288       1.399       0.505     215.109       0.158       2.246       1.064        0.45     130518.    0.0555  
      131.69      1.3372      0.4153      0.0114      0.0368       0.213       1.032       0.252     158.795       0.117       1.120       0.719        0.45     131651.    0.0265  
      136.40      1.3850      0.0001      0.0000      0.0233       0.135       0.656       0.000     100.844       0.074       0.000       0.000        0.45     132803.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      14000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1574      0.1011       0.732       3.294       4.027     545.543       0.372      17.914       3.348        0.44     121846.    0.4929  
        5.07      0.0478      0.0732      0.1572      0.1027       0.743       3.344       4.022     553.970       0.378      17.891       3.293        0.44     122025.    0.4844  
       10.14      0.0956      0.1436      0.1571      0.1045       0.756       3.405       4.019     564.070       0.385      17.875       3.231        0.44     122234.    0.4751  
       15.20      0.1433      0.2108      0.1570      0.1068       0.772       3.478       4.017     576.015       0.393      17.867       3.163        0.44     122473.    0.4649  
       20.27      0.1911      0.2744      0.1570      0.1093       0.791       3.562       4.016     589.926       0.402      17.864       3.088        0.45     122747.    0.4539  
       25.34      0.2389      0.3340      0.1570      0.1123       0.812       3.657       4.015     605.804       0.413      17.861       3.006        0.45     123056.    0.4419  
       30.41      0.2867      0.3891      0.1569      0.1156       0.836       3.765       4.014     623.635       0.425      17.855       2.919        0.45     123403.    0.4290  
       35.47      0.3345      0.4398      0.1568      0.1192       0.863       3.884       4.011     643.284       0.439      17.841       2.828        0.45     123789.    0.4154  
       40.54      0.3822      0.4859      0.1566      0.1232       0.891       4.012       4.005     664.497       0.453      17.815       2.734        0.45     124217.    0.4013  
       45.61      0.4300      0.5275      0.1562      0.1273       0.921       4.147       3.995     686.872       0.469      17.771       2.638        0.45     124688.    0.3868  
       50.68      0.4778      0.5648      0.1555      0.1315       0.952       4.284       3.977     709.629       0.484      17.691       2.542        0.45     125203.    0.3718  
       55.74      0.5256      0.5979      0.1543      0.1356       0.981       4.418       3.948     731.745       0.499      17.559       2.447        0.45     125764.    0.3566  
       60.81      0.5734      0.6274      0.1525      0.1393       1.008       4.539       3.901     751.841       0.513      17.351       2.353        0.45     126370.    0.3409  
       65.88      0.6211      0.6535      0.1498      0.1424       1.030       4.638       3.832     768.213       0.524      17.046       2.263        0.45     127023.    0.3249  
       70.95      0.6689      0.6769      0.1461      0.1444       1.045       4.703       3.737     778.918       0.531      16.624       2.176        0.45     127724.    0.3086  
       76.01      0.7167      0.6981      0.1412      0.1449       1.049       4.721       3.611     781.971       0.533      16.064       2.095        0.46     128472.    0.2920  
       81.08      0.7645      0.7174      0.1350      0.1438       1.041       4.685       3.453     776.049       0.529      15.360       2.018        0.46     129268.    0.2751  
       86.15      0.8123      0.7350      0.1276      0.1410       1.020       4.594       3.265     760.979       0.519      14.524       1.946        0.46     130109.    0.2579  
       91.22      0.8600      0.7508      0.1193      0.1367       0.989       4.452       3.052     737.387       0.503      13.576       1.877        0.46     130992.    0.2406  
       96.28      0.9078      0.7642      0.1102      0.1309       0.947       4.263       2.819     706.180       0.482      12.538       1.810        0.46     131916.    0.2229  
      101.35      0.9556      0.7748      0.1004      0.1239       0.896       4.035       2.569     668.290       0.456      11.429       1.744        0.46     132879.    0.2050  
      106.42      1.0034      0.7819      0.0902      0.1157       0.837       3.770       2.308     624.515       0.426      10.265       1.676        0.47     133878.    0.1867  
      111.49      1.0512      0.7842      0.0796      0.1067       0.772       3.474       2.036     575.447       0.393       9.055       1.605        0.47     134913.    0.1679  
      116.55      1.0989      0.7799      0.0686      0.0967       0.699       3.149       1.755     521.589       0.356       7.807       1.526        0.47     135981.    0.1483  
      121.62      1.1467      0.7663      0.0574      0.0859       0.621       2.798       1.469     463.426       0.316       6.532       1.437        0.47     137082.    0.1277  
      126.69      1.1945      0.7389      0.0460      0.0744       0.538       2.424       1.178     401.429       0.274       5.238       1.330        0.48     138215.    0.1059  
      131.76      1.2423      0.6891      0.0345      0.0623       0.451       2.029       0.884     336.016       0.229       3.931       1.193        0.48     139379.    0.0823  
      136.82      1.2900      0.5986      0.0230      0.0496       0.359       1.615       0.589     267.581       0.183       2.619       0.998        0.48     140573.    0.0562  
      141.89      1.3378      0.4215      0.0115      0.0364       0.264       1.187       0.294     196.588       0.134       1.306       0.678        0.48     141794.    0.0269  
      146.96      1.3856      0.0001      0.0000      0.0229       0.166       0.746       0.000     123.516       0.084       0.000       0.000        0.49     143035.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      15000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1575      0.1011       0.900       3.782       4.625     671.244       0.427      20.574       3.125        0.48     130548.    0.4930  
        5.43      0.0478      0.0732      0.1573      0.1027       0.914       3.840       4.620     681.561       0.434      20.548       3.074        0.48     130740.    0.4847  
       10.86      0.0956      0.1437      0.1572      0.1046       0.931       3.910       4.616     693.939       0.442      20.531       3.017        0.48     130963.    0.4754  
       16.30      0.1434      0.2110      0.1571      0.1068       0.950       3.993       4.614     708.595       0.451      20.523       2.953        0.48     131220.    0.4653  
       21.73      0.1912      0.2747      0.1571      0.1093       0.973       4.089       4.614     725.681       0.462      20.521       2.884        0.48     131513.    0.4543  
       27.16      0.2390      0.3343      0.1571      0.1123       0.999       4.199       4.613     745.204       0.474      20.520       2.808        0.48     131845.    0.4423  
       32.59      0.2868      0.3896      0.1570      0.1156       1.029       4.323       4.612     767.157       0.488      20.515       2.727        0.48     132216.    0.4295  
       38.02      0.3346      0.4404      0.1569      0.1193       1.061       4.459       4.609     791.387       0.504      20.502       2.642        0.48     132630.    0.4160  
       43.45      0.3824      0.4865      0.1567      0.1232       1.096       4.607       4.604     817.593       0.520      20.477       2.554        0.48     133089.    0.4019  
       48.89      0.4302      0.5282      0.1564      0.1274       1.134       4.763       4.593     845.295       0.538      20.431       2.465        0.48     133594.    0.3874  
       54.32      0.4780      0.5656      0.1557      0.1316       1.171       4.922       4.574     873.545       0.556      20.345       2.375        0.48     134146.    0.3725  
       59.75      0.5258      0.5988      0.1546      0.1358       1.208       5.078       4.541     901.094       0.574      20.201       2.286        0.48     134747.    0.3573  
       65.18      0.5736      0.6282      0.1529      0.1396       1.242       5.219       4.489     926.232       0.590      19.969       2.198        0.48     135396.    0.3417  
       70.61      0.6214      0.6544      0.1502      0.1427       1.270       5.335       4.413     946.838       0.603      19.628       2.114        0.49     136097.    0.3257  
       76.05      0.6692      0.6778      0.1466      0.1447       1.288       5.412       4.305     960.485       0.611      19.150       2.033        0.49     136848.    0.3094  
       81.48      0.7170      0.6990      0.1417      0.1454       1.294       5.436       4.162     964.679       0.614      18.512       1.957        0.49     137650.    0.2928  
       86.91      0.7648      0.7183      0.1355      0.1443       1.284       5.397       3.981     957.733       0.610      17.708       1.885        0.49     138504.    0.2759  
       92.34      0.8126      0.7360      0.1282      0.1416       1.260       5.293       3.766     939.400       0.598      16.750       1.818        0.49     139405.    0.2588  
       97.77      0.8604      0.7518      0.1199      0.1372       1.221       5.130       3.521     910.435       0.580      15.661       1.754        0.49     140353.    0.2414  
      103.20      0.9082      0.7654      0.1107      0.1314       1.169       4.913       3.252     871.966       0.555      14.466       1.692        0.50     141344.    0.2238  
      108.64      0.9560      0.7763      0.1010      0.1243       1.107       4.650       2.965     825.148       0.525      13.189       1.630        0.50     142376.    0.2059  
      114.07      1.0038      0.7836      0.0907      0.1162       1.034       4.344       2.664     770.978       0.491      11.848       1.567        0.50     143448.    0.1876  
      119.50      1.0516      0.7863      0.0800      0.1070       0.952       4.002       2.350     710.198       0.452      10.453       1.501        0.50     144558.    0.1687  
      124.93      1.0994      0.7824      0.0690      0.0970       0.863       3.626       2.027     643.434       0.410       9.014       1.429        0.50     145704.    0.1492  
      130.36      1.1472      0.7694      0.0577      0.0861       0.766       3.219       1.696     571.294       0.364       7.543       1.346        0.51     146885.    0.1286  
      135.80      1.1950      0.7428      0.0463      0.0745       0.663       2.786       1.360     494.364       0.315       6.049       1.248        0.51     148100.    0.1067  
      141.23      1.2428      0.6939      0.0348      0.0623       0.554       2.328       1.021     413.164       0.263       4.541       1.121        0.51     149348.    0.0831  
      146.66      1.2906      0.6043      0.0232      0.0495       0.440       1.849       0.680     328.183       0.209       3.025       0.940        0.51     150628.    0.0568  
      152.09      1.3384      0.4275      0.0116      0.0362       0.322       1.352       0.339     240.005       0.153       1.509       0.641        0.52     151938.    0.0274  
      157.52      1.3862      0.0001      0.0000      0.0225       0.200       0.841       0.000     149.226       0.095       0.000       0.000        0.52     153268.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      16000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1576      0.1012       1.093       4.307       5.265     815.399       0.487      23.420       2.929        0.51     139249.    0.4929  
        5.80      0.0478      0.0732      0.1574      0.1028       1.110       4.373       5.259     827.855       0.494      23.391       2.881        0.51     139454.    0.4846  
       11.59      0.0956      0.1437      0.1573      0.1046       1.130       4.452       5.255     842.817       0.503      23.373       2.828        0.51     139693.    0.4755  
       17.39      0.1435      0.2111      0.1572      0.1068       1.154       4.546       5.253     860.551       0.514      23.365       2.769        0.51     139967.    0.4654  
       23.19      0.1913      0.2748      0.1572      0.1094       1.182       4.655       5.253     881.250       0.526      23.365       2.704        0.51     140280.    0.4545  
       28.98      0.2391      0.3345      0.1572      0.1124       1.214       4.780       5.253     904.928       0.540      23.366       2.633        0.51     140633.    0.4426  
       34.78      0.2869      0.3899      0.1572      0.1157       1.249       4.921       5.253     931.591       0.556      23.363       2.557        0.51     141030.    0.4299  
       40.57      0.3347      0.4407      0.1571      0.1193       1.289       5.077       5.250     961.067       0.574      23.352       2.478        0.51     141471.    0.4164  
       46.37      0.3826      0.4870      0.1570      0.1233       1.332       5.246       5.245     993.011       0.593      23.329       2.396        0.51     141960.    0.4024  
       52.17      0.4304      0.5288      0.1566      0.1275       1.377       5.425       5.234    1026.857       0.613      23.283       2.312        0.51     142499.    0.3880  
       57.96      0.4782      0.5661      0.1560      0.1318       1.423       5.607       5.214    1061.474       0.634      23.192       2.228        0.51     143088.    0.3731  
       63.76      0.5260      0.5994      0.1550      0.1360       1.469       5.786       5.179    1095.355       0.654      23.036       2.145        0.51     143729.    0.3580  
       69.56      0.5738      0.6289      0.1533      0.1399       1.511       5.950       5.122    1126.414       0.672      22.782       2.062        0.52     144422.    0.3424  
       75.35      0.6217      0.6551      0.1507      0.1430       1.545       6.086       5.037    1152.047       0.688      22.403       1.983        0.52     145169.    0.3264  
       81.15      0.6695      0.6785      0.1471      0.1452       1.568       6.177       4.917    1169.252       0.698      21.869       1.907        0.52     145971.    0.3102  
       86.94      0.7173      0.6997      0.1423      0.1459       1.576       6.207       4.755    1174.935       0.701      21.151       1.836        0.52     146828.    0.2936  
       92.74      0.7651      0.7191      0.1362      0.1449       1.565       6.165       4.550    1166.970       0.696      20.240       1.769        0.52     147738.    0.2767  
       98.54      0.8129      0.7368      0.1289      0.1422       1.535       6.049       4.306    1145.004       0.683      19.152       1.706        0.52     148701.    0.2596  
      104.33      0.8607      0.7527      0.1205      0.1378       1.488       5.863       4.027    1109.938       0.662      17.913       1.646        0.53     149713.    0.2422  
      110.13      0.9086      0.7665      0.1114      0.1320       1.426       5.616       3.721    1063.149       0.635      16.551       1.588        0.53     150771.    0.2246  
      115.93      0.9564      0.7775      0.1015      0.1249       1.349       5.315       3.393    1006.059       0.600      15.094       1.530        0.53     151874.    0.2067  
      121.72      1.0042      0.7851      0.0912      0.1167       1.260       4.965       3.049     939.897       0.561      13.562       1.471        0.53     153019.    0.1884  
      127.52      1.0520      0.7881      0.0805      0.1075       1.161       4.573       2.690     865.578       0.517      11.967       1.410        0.54     154203.    0.1696  
      133.31      1.0998      0.7847      0.0694      0.0973       1.051       4.141       2.320     783.880       0.468      10.321       1.343        0.54     155427.    0.1500  
      139.11      1.1477      0.7723      0.0581      0.0864       0.933       3.674       1.942     695.550       0.415       8.638       1.266        0.54     156688.    0.1294  
      144.91      1.1955      0.7464      0.0466      0.0747       0.806       3.177       1.558     601.311       0.359       6.928       1.175        0.54     157985.    0.1075  
      150.70      1.2433      0.6984      0.0350      0.0623       0.673       2.651       1.169     501.801       0.299       5.202       1.057        0.55     159318.    0.0838  
      156.50      1.2911      0.6098      0.0233      0.0494       0.533       2.100       0.779     397.621       0.237       3.466       0.889        0.55     160684.    0.0575  
      162.30      1.3389      0.4334      0.0116      0.0359       0.388       1.529       0.389     289.490       0.173       1.729       0.609        0.55     162082.    0.0279  
      168.09      1.3868      0.0001      0.0000      0.0221       0.239       0.941       0.000     178.147       0.106       0.000       0.000        0.55     163502.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      17000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1576      0.1014       1.313       4.870       5.947     979.473       0.550      26.452       2.754        0.54     147951.    0.4926  
        6.16      0.0478      0.0732      0.1575      0.1029       1.333       4.944       5.940     994.327       0.559      26.421       2.710        0.54     148169.    0.4843  
       12.32      0.0957      0.1437      0.1573      0.1048       1.357       5.033       5.936    1012.191       0.569      26.401       2.660        0.54     148422.    0.4753  
       18.48      0.1435      0.2110      0.1573      0.1070       1.386       5.138       5.934    1033.391       0.580      26.394       2.604        0.54     148713.    0.4653  
       24.64      0.1913      0.2748      0.1573      0.1095       1.419       5.261       5.934    1058.162       0.594      26.395       2.544        0.54     149045.    0.4545  
       30.80      0.2392      0.3346      0.1573      0.1125       1.457       5.402       5.935    1086.535       0.610      26.399       2.478        0.54     149421.    0.4427  
       36.97      0.2870      0.3900      0.1573      0.1158       1.500       5.561       5.935    1118.531       0.628      26.400       2.407        0.54     149843.    0.4301  
       43.13      0.3349      0.4409      0.1573      0.1195       1.547       5.737       5.933    1153.964       0.648      26.392       2.332        0.54     150312.    0.4167  
       49.29      0.3827      0.4873      0.1572      0.1234       1.599       5.929       5.929    1192.445       0.670      26.371       2.255        0.54     150832.    0.4027  
       55.45      0.4305      0.5291      0.1569      0.1277       1.654       6.132       5.919    1233.320       0.693      26.326       2.177        0.54     151404.    0.3884  
       61.61      0.4784      0.5666      0.1563      0.1320       1.710       6.340       5.898    1275.259       0.716      26.233       2.098        0.55     152030.    0.3736  
       67.77      0.5262      0.5999      0.1554      0.1363       1.765       6.545       5.860    1316.467       0.739      26.067       2.019        0.55     152711.    0.3585  
       73.93      0.5740      0.6294      0.1537      0.1402       1.816       6.734       5.799    1354.436       0.761      25.793       1.942        0.55     153448.    0.3430  
       80.09      0.6219      0.6556      0.1512      0.1435       1.859       6.891       5.705    1385.998       0.779      25.377       1.867        0.55     154242.    0.3271  
       86.25      0.6697      0.6790      0.1477      0.1457       1.887       6.998       5.572    1407.487       0.791      24.785       1.796        0.55     155094.    0.3109  
       92.41      0.7176      0.7002      0.1429      0.1465       1.898       7.036       5.392    1415.096       0.795      23.984       1.728        0.55     156004.    0.2944  
       98.57      0.7654      0.7196      0.1369      0.1456       1.886       6.991       5.163    1406.174       0.790      22.963       1.665        0.56     156973.    0.2775  
      104.73      0.8132      0.7374      0.1296      0.1429       1.851       6.862       4.887    1380.217       0.775      21.738       1.606        0.56     157997.    0.2604  
      110.90      0.8611      0.7534      0.1212      0.1385       1.795       6.654       4.573    1338.289       0.752      20.339       1.550        0.56     159073.    0.2431  
      117.06      0.9089      0.7673      0.1120      0.1327       1.719       6.374       4.226    1282.052       0.720      18.798       1.495        0.56     160198.    0.2254  
      123.22      0.9567      0.7785      0.1022      0.1256       1.627       6.032       3.855    1213.237       0.682      17.148       1.441        0.56     161371.    0.2076  
      129.38      1.0046      0.7864      0.0918      0.1173       1.520       5.635       3.465    1133.344       0.637      15.411       1.387        0.57     162589.    0.1893  
      135.54      1.0524      0.7898      0.0811      0.1080       1.399       5.188       3.058    1043.496       0.586      13.601       1.329        0.57     163849.    0.1705  
      141.70      1.1003      0.7868      0.0699      0.0978       1.267       4.697       2.638     944.641       0.531      11.733       1.267        0.57     165150.    0.1509  
      147.86      1.1481      0.7750      0.0585      0.0867       1.123       4.165       2.208     837.695       0.471       9.821       1.196        0.57     166492.    0.1303  
      154.02      1.1959      0.7498      0.0470      0.0749       0.970       3.597       1.771     723.534       0.406       7.879       1.110        0.58     167871.    0.1084  
      160.18      1.2438      0.7027      0.0353      0.0624       0.809       2.998       1.330     602.937       0.339       5.916       1.001        0.58     169289.    0.0846  
      166.34      1.2916      0.6151      0.0235      0.0493       0.639       2.370       0.886     476.633       0.268       3.942       0.843        0.58     170742.    0.0582  
      172.50      1.3394      0.4391      0.0117      0.0358       0.463       1.718       0.442     345.501       0.194       1.967       0.581        0.59     172228.    0.0283  
      178.67      1.3873      0.0000      0.0000      0.0218       0.282       1.046       0.000     210.437       0.118       0.000       0.000        0.59     173737.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      18000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1577      0.1016       1.562       5.470       6.670    1165.004       0.618      29.670       2.597        0.57     156652.    0.4919  
        6.53      0.0479      0.0731      0.1575      0.1031       1.586       5.553       6.663    1182.521       0.627      29.636       2.556        0.57     156883.    0.4838  
       13.05      0.0957      0.1436      0.1574      0.1050       1.614       5.652       6.658    1203.618       0.639      29.616       2.509        0.57     157151.    0.4749  
       19.58      0.1436      0.2109      0.1574      0.1071       1.648       5.770       6.657    1228.686       0.652      29.609       2.457        0.57     157459.    0.4650  
       26.10      0.1914      0.2747      0.1574      0.1097       1.687       5.907       6.658    1258.012       0.667      29.613       2.400        0.57     157811.    0.4543  
       32.63      0.2393      0.3345      0.1575      0.1126       1.732       6.065       6.659    1291.647       0.685      29.620       2.338        0.57     158209.    0.4426  
       39.15      0.2871      0.3900      0.1575      0.1159       1.783       6.244       6.660    1329.632       0.705      29.625       2.272        0.57     158655.    0.4301  
       45.68      0.3350      0.4409      0.1575      0.1196       1.840       6.441       6.659    1371.775       0.728      29.621       2.202        0.57     159152.    0.4168  
       52.20      0.3828      0.4874      0.1574      0.1236       1.901       6.657       6.656    1417.645       0.752      29.605       2.129        0.58     159702.    0.4029  
       58.73      0.4307      0.5293      0.1572      0.1279       1.967       6.886       6.646    1466.503       0.778      29.563       2.056        0.58     160308.    0.3887  
       65.26      0.4785      0.5668      0.1567      0.1323       2.034       7.122       6.625    1516.802       0.805      29.470       1.981        0.58     160971.    0.3740  
       71.78      0.5264      0.6002      0.1557      0.1366       2.101       7.356       6.587    1566.438       0.831      29.297       1.907        0.58     161692.    0.3590  
       78.31      0.5743      0.6297      0.1542      0.1406       2.162       7.571       6.521    1612.422       0.855      29.003       1.834        0.58     162473.    0.3435  
       84.83      0.6221      0.6559      0.1518      0.1440       2.214       7.752       6.419    1650.948       0.876      28.553       1.764        0.58     163313.    0.3277  
       91.36      0.6700      0.6793      0.1483      0.1463       2.250       7.877       6.273    1677.572       0.890      27.903       1.696        0.58     164216.    0.3116  
       97.88      0.7178      0.7005      0.1436      0.1472       2.263       7.925       6.074    1687.657       0.895      27.018       1.632        0.59     165180.    0.2951  
      104.41      0.7657      0.7200      0.1376      0.1463       2.250       7.879       5.819    1677.916       0.890      25.882       1.573        0.59     166206.    0.2783  
      110.94      0.8135      0.7378      0.1303      0.1437       2.210       7.737       5.511    1647.643       0.874      24.513       1.517        0.59     167291.    0.2612  
      117.46      0.8614      0.7539      0.1220      0.1394       2.143       7.504       5.158    1598.067       0.848      22.945       1.464        0.59     168432.    0.2439  
      123.99      0.9092      0.7679      0.1128      0.1335       2.053       7.190       4.769    1531.187       0.812      21.215       1.413        0.59     169625.    0.2263  
      130.51      0.9571      0.7794      0.1029      0.1264       1.943       6.804       4.352    1449.086       0.769      19.358       1.362        0.60     170868.    0.2084  
      137.04      1.0049      0.7876      0.0925      0.1180       1.815       6.356       3.912    1353.579       0.718      17.402       1.311        0.60     172159.    0.1902  
      143.56      1.0528      0.7913      0.0817      0.1087       1.671       5.851       3.454    1246.030       0.661      15.362       1.257        0.60     173495.    0.1714  
      150.09      1.1007      0.7888      0.0705      0.0983       1.512       5.295       2.980    1127.592       0.598      13.256       1.199        0.61     174874.    0.1518  
      156.61      1.1485      0.7775      0.0590      0.0871       1.340       4.693       2.495     999.368       0.530      11.098       1.132        0.61     176296.    0.1312  
      163.14      1.1964      0.7531      0.0473      0.0752       1.157       4.050       2.002     862.423       0.458       8.905       1.053        0.61     177758.    0.1093  
      169.67      1.2442      0.7068      0.0356      0.0626       0.962       3.370       1.504     717.687       0.381       6.688       0.950        0.61     179260.    0.0855  
